Brand Name,Generic Name,Drug Uses**
Quetiapine Fumarate ER,Quetiapine Fumarate,"This medication is used to treat certain mental/mood conditions (such as schizophrenia, bipolar disorder, sudden episodes of mania or depression associated with bipolar disorder). It is also used with other medications to treat depression. Quetiapine is known as an anti-psychotic drug (atypical type). It works by helping to restore the balance of certain natural substances (neurotransmitters) in the brain. This medication can decrease hallucinations and improve your concentration. It helps you to think more clearly and positively about yourself, feel less nervous, and take a more active part in everyday life. It may also improve your mood, sleep, appetite, and energy level. Quetiapine can help prevent severe mood swings or decrease how often mood swings occur. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quillichew ER,Methylphenidate HCl,"This medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Methylphenidate belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quillivant XR,Methylphenidate HCl,"This medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Methylphenidate belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills. This medication is also used to treat a certain sleep disorder (narcolepsy). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quinapril HCl,Quinapril HCl,"Quinapril is used to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This medication is also used to treat heart failure. Quinapril belongs to a class of drugs known as ACE inhibitors. It works by relaxing blood vessels so blood can flow more easily. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,"This product is used to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This product contains 2 medications: quinapril and hydrochlorothiazide. Quinapril belongs to a class of drugs known as ACE inhibitors and works by relaxing blood vessels so blood can flow more easily. Hydrochlorothiazide belongs to a class of drugs known as diuretics/""water pills."" It works by causing you to make more urine. This helps your body get rid of extra salt and water. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quinidine Gluconate*,Quinidine Gluconate,"This medication is used to treat or prevent many types of irregular heartbeats (heart arrhythmias such as atrial fibrillation). Quinidine can greatly improve your ability to perform normal activities by decreasing the number of irregular heartbeats you have. However, it may not stop all your irregular heartbeats completely. It works by blocking abnormal heartbeat signals. Before and while you are using quinidine, your doctor may prescribe other medications (e.g., ""blood thinners""/anticoagulants such as warfarin, beta blockers such as metoprolol) to shrink any blood clots in the heart and to slow your pulse. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quinidine Sulfate,Quinidine Sulfate,"This medication is used to treat or prevent many types of irregular heartbeats (heart arrhythmias such as atrial fibrillation). Quinidine can greatly improve your ability to perform normal activities by decreasing the number of irregular heartbeats you have. However, it may not stop all your irregular heartbeats completely. It works by blocking abnormal heartbeat signals. Before and while you are using quinidine, your doctor may prescribe other medications (e.g., ""blood thinners""/anticoagulants such as warfarin, beta blockers such as metoprolol) to shrink any blood clots in the heart and to slow your pulse. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Quinine Sulfate,Quinine Sulfate,"This medication is used alone or with other medication to treat malaria caused by mosquito bites in countries where malaria is common. Malaria parasites can enter the body through these mosquito bites, and then live in body tissues such as red blood cells or the liver. This medication is used to kill the malaria parasites living inside red blood cells. In some cases, you may need to take a different medication (such as primaquine) to kill the malaria parasites living in other body tissues. Both drugs may be needed for a complete cure and to prevent the return of infection (relapse). Quinine belongs to a class of drugs known as antimalarials. It is not used for the prevention of malaria. The United States Centers for Disease Control provide updated guidelines and travel recommendations for the prevention and treatment of malaria in different parts of the world. Discuss the most recent information with your doctor before traveling to areas where malaria occurs. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Qutenza,Capsaicin/Skin Cleanser,Drug uses not available
Qvar,Beclomethasone Dipropionate,"Beclomethasone is used to prevent and control symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works directly in the lungs to make breathing easier by reducing the irritation and swelling of the airways. This medication must be used regularly to prevent breathing problems (attacks of wheezing/shortness of breath). It does not work right away and should not be used to relieve an asthma attack. If an attack occurs, use your quick-relief inhaler as prescribed. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Qvar Redihaler,Beclomethasone Dipropionate,"Beclomethasone is used to prevent and control symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works by reducing the swelling of the airways in the lungs to make breathing easier. This medication must be used regularly to prevent breathing problems (attacks of wheezing/shortness of breath). It does not work right away and should not be used to relieve an asthma attack. If an attack occurs, use your quick-relief inhaler as prescribed. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rabavert,Rabies Vaccine (Pcec)/PF,Drug uses not available
Rabeprazole Sodium,Rabeprazole Sodium,"Rabeprazole is used to treat certain stomach and esophagus problems (such as acid reflux, ulcers). It works by decreasing the amount of acid your stomach makes. It relieves symptoms such as heartburn, difficulty swallowing, and persistent cough. This medication helps heal acid damage to the stomach and esophagus, helps prevent ulcers, and may help prevent cancer of the esophagus. Rabeprazole belongs to a class of drugs known as proton pump inhibitors (PPIs). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Radicava,Edaravone,"Edaravone is used to treat a certain type of nerve disease called amyotrophic lateral sclerosis (ALS, also commonly called Lou Gehrig's disease). It helps to slow down the worsening of this disease. However, it is not a cure for ALS, and it does not reverse nerve damage or muscle weakness. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Raloxifene HCl,Raloxifene HCl,"Raloxifene is used by women to prevent and treat bone loss (osteoporosis) after menopause. It slows down bone loss and helps to keep bones strong, making them less likely to break. Raloxifene may also lower the chance of getting a certain type of breast cancer (invasive breast cancer) after menopause. Raloxifene is not an estrogen hormone, but it acts like estrogen in some parts of the body, like your bones. In other parts of the body (uterus and breasts), raloxifene acts like an estrogen blocker. It does not relieve menopause symptoms such as hot flashes. Raloxifene belongs to a class of drugs known as selective estrogen receptor modulators-SERMs. This medication should not be used before menopause. It should not be used to prevent heart disease. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ramelteon,Ramelteon,"This medication is used to treat sleeplessness (insomnia). It helps you fall asleep faster so you can get a full night's rest. Sleep is important for your ability to function, think clearly, and remain alert. Lack of sleep can cause problems such as depression, heart disease and accidents. Getting enough sleep allows your mind and body to repair itself and increases your energy throughout the day. Ramelteon works like a natural substance called melatonin that is produced by your body. It helps regulate your sleep-wake cycle (circadian rhythm). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ramipril,Ramipril,"Ramipril is used to treat high blood pressure (hypertension). Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Ramipril is also used to improve survival after a heart attack. It may also be used in high risk patients (such as patients with heart disease/diabetes) to help prevent heart attacks and strokes. This medication may also be used to treat heart failure in patients who have had a recent heart attack. Ramipril is an ACE inhibitor and works by relaxing blood vessels so that blood can flow more easily. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ranexa,Ranolazine,"Ranolazine is used to treat a certain type of chest pain (chronic stable angina). It decreases the number of times you may get chest pain. Relieving symptoms of angina can increase your ability to exercise and perform strenuous work. Ranolazine works differently than other drugs for angina, so it can be used with your other angina medications (including nitrates, calcium channel blockers such as amlodipine, beta blockers such as metoprolol). It is thought to work by improving how well the heart uses oxygen so that it can do more work with less oxygen. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ranitidine HCl*,Ranitidine HCl,"Ranitidine is used to treat ulcers of the stomach and intestines and prevent them from coming back after they have healed. This medication is also used to treat certain stomach and throat (esophagus) problems (such as erosive esophagitis, gastroesophageal reflux disease-GERD, Zollinger-Ellison syndrome). It works by decreasing the amount of acid your stomach makes. It relieves symptoms such as cough that doesn't go away, stomach pain, heartburn, and difficulty swallowing. Ranitidine belongs to a class of drugs known as H2 blockers. This medication is also available without a prescription. It is used to prevent and treat heartburn and other symptoms caused by too much acid in the stomach (acid indigestion). If you are taking this medication for self-treatment, it is important to read the manufacturer's package instructions carefully so you know when to consult your doctor or pharmacist. This drug has been withdrawn from the US market due to problems with safety. A possible cancer-causing impurity has been found in some ranitidine products. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ranolazine ER,Ranolazine,"Ranolazine is used to treat a certain type of chest pain (chronic stable angina). It decreases the number of times you may get chest pain. Relieving symptoms of angina can increase your ability to exercise and perform strenuous work. Ranolazine works differently than other drugs for angina, so it can be used with your other angina medications (including nitrates, calcium channel blockers such as amlodipine, beta blockers such as metoprolol). It is thought to work by improving how well the heart uses oxygen so that it can do more work with less oxygen. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rapaflo,Silodosin,"Silodosin is used by men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia-BPH). It does not shrink the prostate, but it works by relaxing the muscles in the prostate and the bladder. This helps to relieve symptoms of BPH such as difficulty in beginning the flow of urine, weak stream, and the need to urinate often or urgently (including during the middle of the night). Silodosin belongs to a class of drugs known as alpha blockers. Do not use this medication to treat high blood pressure. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rapamune,Sirolimus,"Sirolimus is used with other medications to prevent rejection of a kidney transplant. This medication belongs to a class of drugs known as immunosuppressants. It works by weakening your body's defense system (immune system) to help your body accept the new organ as if it were your own. Sirolimus may also be used to treat a certain lung disease (lymphangioleiomyomatosis-LAM). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rasagiline Mesylate,Rasagiline Mesylate,"Rasagiline is used alone or with other medications (such as levodopa/carbidopa) to treat symptoms of Parkinson's disease. It can help improve symptoms such as shakiness, stiffness, and difficulty moving. It can also help reduce the amount of ""off"" time (periods of slow movement or stiffness). Rasagiline belongs to a class of drugs known as MAO inhibitors. It works by increasing the levels of certain natural substances in the brain (such as dopamine, norepinephrine, serotonin). Parkinson's disease is thought to be caused by too little dopamine in the brain. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rasuvo,Methotrexate/PF,"Methotrexate is used to control severe psoriasis or rheumatoid arthritis that has not responded to other treatments. It may also be used to control juvenile rheumatoid arthritis. Methotrexate belongs to a class of drugs known as antimetabolites. It works by suppressing the immune system. Early treatment of rheumatoid arthritis with more aggressive therapy such as methotrexate helps to reduce further joint damage and to preserve joint function. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Ravicti,Glycerol Phenylbutyrate,"This medication is used along with diet changes for long-term treatment of a certain inherited disorder (urea cycle disorder). It helps remove a certain chemical (ammonia) from the body. Too much ammonia in the body can cause brain damage and sometimes death. This medication should not be used to treat sudden, severely high levels of ammonia in the body. Get medical help right away if you have sudden symptoms of too much ammonia, such as trouble thinking, vomiting, irritability, trouble speaking, trouble walking, fainting. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rayaldee,Calcifediol,"This medication is used to treat people with serious kidney disease whose bodies make too much of a certain natural substance (parathyroid hormone-PTH). High amounts of PTH can affect other minerals in the body (such as calcium, phosphorus) that are needed for strong bones. Calcifediol belongs to a class of drugs known as vitamin D analogs. It works by decreasing PTH and increasing calcium and phosphorus in the body. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rayos,Prednisone,"Prednisone is used to treat conditions such as arthritis, blood disorders, breathing problems, severe allergies, skin diseases, cancer, eye problems, and immune system disorders. Prednisone belongs to a class of drugs known as corticosteroids. It changes how your body responds to different medical conditions to lessen symptoms such as swelling and allergic-type reactions. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Razadyne,Galantamine HBr,"Galantamine is used to treat mild to moderate confusion (dementia) related to Alzheimer's disease. It does not cure Alzheimer's disease, but it may improve memory, awareness, and the ability to perform daily functions. This medication works by restoring the balance of certain natural substances (neurotransmitters) in the brain. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Razadyne ER,Galantamine HBr,"Galantamine is used to treat mild to moderate confusion (dementia) related to Alzheimer's disease. It does not cure Alzheimer's disease, but it may improve memory, awareness, and the ability to perform daily functions. This medication works by restoring the balance of certain natural substances (neurotransmitters) in the brain. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rebif,Interferon Beta-1a/Albumin,"This medication is used to treat multiple sclerosis (MS). Interferon is not a cure for MS, but it may help to slow disease worsening and decrease flare-ups of symptoms (such as balance problems, numbness, or weakness). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rebif Rebidose,Interferon Beta-1a/Albumin,"This medication is used to treat multiple sclerosis (MS). Interferon is not a cure for MS, but it may help to slow disease worsening and decrease flare-ups of symptoms (such as balance problems, numbness, or weakness). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Reclast,Zoledronic Acid/Mannitol-Water,"This medication is used to treat a certain type of bone disease (Paget's disease) that causes abnormal and weak bones. Zoledronic acid is also used to treat bone loss (osteoporosis) in men and in women after menopause who are at high risk of having broken bones (fractures). It may also be used to treat or prevent osteoporosis in people who are taking corticosteroid medications (such as prednisone) for long periods. It works by slowing the breakdown of bone and keeping bones strong. It also helps to reduce the risk of broken bones (fractures). This medication belongs to a class of drugs known as bisphosphonates. Another zoledronic acid product is used to treat bone problems that may occur with cancer. The 2 products should not be used together. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Reclipsen,Desogestrel-Ethinyl Estradiol,"This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin and an estrogen. It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia). NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Recombivax Hb,Hepatitis B Virus Vaccine/PF,"This vaccine is used to help prevent infection from the hepatitis B virus. Hepatitis B infection can cause serious problems including liver failure, persistent hepatitis B infection, cirrhosis, and liver cancer. Preventing infection can prevent these problems. Hepatitis B vaccine is a genetically engineered (man-made in the laboratory) piece of the virus. It does not contain live virus, so you cannot get hepatitis from the vaccine. This vaccine works by helping the body produce immunity (through antibody production) that will prevent you from getting infection from hepatitis B virus. Hepatitis B vaccine does not protect you from other virus infections (such as HIV virus which causes AIDS; hepatitis A, hepatitis C or hepatitis E; HPV virus which causes genital warts and other problems). The vaccine is recommended for people of all ages, especially those at an increased risk of getting the infection. Those at an increased risk include health care personnel, laboratory workers who handle blood and patient specimens, police, fire and emergency medical personnel who give first aid treatment, hemophiliacs, dialysis patients, people who live with or spend much time with people with persistent hepatitis B infections, people with multiple sex partners, men who have sex with men, sex workers, injection drug abusers, and people traveling to high-risk areas. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Rectiv,Nitroglycerin,"Nitroglycerin ointment is used to treat moderate to severe pain caused by long-term tears in the lining of the anus (anal fissures). This medication works by relaxing the muscles around the blood vessels which reduces pressure inside the anus and relieves pain. Nitroglycerin belongs to a class of drugs known as nitrates. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Reglan,Metoclopramide HCl,"This medication is used to treat certain conditions of the stomach and intestines. Metoclopramide is used as a short-term treatment (4 to 12 weeks) for persistent heartburn when the usual medicines do not work well enough. It is used mostly for heartburn that occurs after a meal or during the daytime. Treating persistent heartburn can decrease the damage done by stomach acid to the swallowing tube (esophagus) and help healing. Metoclopramide is also used in diabetic patients who have poor emptying of their stomachs (gastroparesis). Treating gastroparesis can decrease symptoms of nausea, vomiting, and stomach/abdominal fullness. Metoclopramide works by blocking a natural substance (dopamine). It speeds up stomach emptying and movement of the upper intestines. This drug is not recommended for use in children due to an increased risk of serious side effects (such as muscle spasms/uncontrolled muscle movements). Ask the doctor or pharmacist for details. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Regonol,Pyridostigmine Bromide,Drug uses not available
Regranex,Becaplermin,"This medication is used to treat certain foot/leg ulcers in people with diabetes. It is used along with good foot/leg care (e.g., keeping pressure off the wound) to help the ulcer heal completely. Becaplermin works by attracting certain natural substances to the ulcer that help wound healing. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Relenza,Zanamivir,"Zanamivir is used to treat symptoms caused by the flu virus (influenza) if you have had symptoms for 2 days or less. It helps lessen symptoms (such as stuffy nose, cough, sore throat, fever/chills, headache, body aches, tiredness) and shortens the recovery time by about 1 to 2 days. Zanamivir may also be used to prevent the flu if you have been exposed to someone who already has the flu (such as a sick household member) or if there is a flu outbreak in the community. Talk to your doctor for more details. This medication works by stopping the flu virus from growing. It is not a substitute for the flu vaccine. If you have the flu, zanamivir does not reduce the risk of giving the flu to others. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Relion Pen Needles,"Pen Needle, Diabetic",Drug uses not available
Relistor*,Methylnaltrexone Bromide,"This medication is used to treat constipation caused by opioid medication. It blocks the effect of opioids on the gut without blocking the effect on pain. Methylnaltrexone belongs to a class of medications known as opioid antagonists. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Relpax,Eletriptan Hydrobromide,"Eletriptan is used to treat migraines. It helps to relieve headache, pain, and other migraine symptoms (including nausea, vomiting, sensitivity to light/sound). Prompt treatment helps you return to your normal routine and may decrease your need for other pain medications. Eletriptan belongs to a class of drugs known as triptans. It affects a certain natural substance (serotonin) that causes narrowing of blood vessels in the brain. It may also relieve pain by affecting certain nerves in the brain. Eletriptan does not prevent future migraines or lessen how often you get migraine attacks. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Remeron,Mirtazapine,"Mirtazapine is used to treat depression. It improves mood and feelings of well-being. Mirtazapine is an antidepressant that works by restoring the balance of natural chemicals (neurotransmitters) in the brain. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Remicade,Infliximab,"This medication is used to treat certain types of arthritis (rheumatoid arthritis, arthritis of the spine, psoriatic arthritis), certain bowel diseases (Crohn's disease, ulcerative colitis), and a certain severe skin disease (chronic plaque psoriasis). In these conditions, the body's defense system (immune system) attacks healthy tissues. Infliximab works by blocking the actions of a certain natural substance (tumor necrosis factor alpha) in the body. This helps to decrease swelling (inflammation) and weaken your immune system, which slows or stops the damage from the disease. This monograph is about the following infliximab products: infliximab, infliximab-abda, infliximab-axxq, and infliximab-dyyb. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Remifentanil HCl,Remifentanil HCl,Drug uses not available
Remodulin,Treprostinil Sodium,"This medication is used to treat a type of high blood pressure in the lungs (pulmonary arterial hypertension). Treprostinil helps to improve symptoms such as shortness of breath and tiredness. It works by relaxing and widening the blood vessels (arteries) in the lungs and other parts of the body so that blood can flow more easily. This medication belongs to a class of drugs known as vasodilators. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Renacidin,Citric Ac/Gluconolact/Mag Carb,Drug uses not available
Renagel,Sevelamer HCl,"Sevelamer is used to lower high blood phosphorus (phosphate) levels in patients who are on dialysis due to severe kidney disease. Dialysis removes some phosphate from your blood, but it is difficult to remove enough to keep your phosphate levels balanced. Decreasing blood phosphate levels can help keep your bones strong, prevent unsafe buildup of minerals in your body, and possibly decrease the risk of heart disease and strokes that can result from high phosphate levels. Sevelamer works by holding onto phosphate from the diet so that it can pass out of your body. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Renal Caps,B Complex W-C No.20/Folic Acid,"This product is a combination of B vitamins used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, alcoholism, or during pregnancy. Vitamins are important building blocks of the body and help keep you in good health. B vitamins include thiamine, riboflavin, niacin/niacinamide, vitamin B6, vitamin B12, folic acid, and pantothenic acid. Some brands of B vitamins also contain ingredients such as vitamin C, vitamin E, biotin, or zinc. Consult your doctor or pharmacist if you have questions about the ingredients in your brand. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Renflexis,Infliximab-Abda,"This medication is used to treat certain types of arthritis (rheumatoid arthritis, arthritis of the spine, psoriatic arthritis), certain bowel diseases (Crohn's disease, ulcerative colitis), and a certain severe skin disease (chronic plaque psoriasis). In these conditions, the body's defense system (immune system) attacks healthy tissues. Infliximab works by blocking the actions of a certain natural substance (tumor necrosis factor alpha) in the body. This helps to decrease swelling (inflammation) and weaken your immune system, which slows or stops the damage from the disease. This monograph is about the following infliximab products: infliximab, infliximab-abda, infliximab-axxq, and infliximab-dyyb. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
Reno Caps,B Complex W-C No.20/Folic Acid,"This product is a combination of B vitamins used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, alcoholism, or during pregnancy. Vitamins are important building blocks of the body and help keep you in good health. B vitamins include thiamine, riboflavin, niacin/niacinamide, vitamin B6, vitamin B12, folic acid, and pantothenic acid. Some brands of B vitamins also contain ingredients such as vitamin C, vitamin E, biotin, or zinc. Consult your doctor or pharmacist if you have questions about the ingredients in your brand. NOTE:  This is a summary and does NOT have all possible information about this product. This information does not assure that this product is safe, effective, or appropriate for you. This information is not individual medical advice and does not substitute for the advice of your health care professional. Always ask your health care professional for complete information about this product and your specific health needs."
